compound_name,inchikey,source_dataset,target_rt_min,candidate_runtime_min,candidate_ph,candidate_flow_ml_min,candidate_temperature_c,column_name,mobile_phase_system,predicted_rt_min,rt_fit_score,predicted_quality_score,confidence_score,ad_penalty,constraint_violation_count,suitable,label_source,runtime_penalty
ReTiNA:metlin:1:226,WDKULNPHBJQNOL-UHFFFAOYSA-N,ReTiNA:metlin,11.991666666666667,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.991666666666667,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:226,WDKULNPHBJQNOL-UHFFFAOYSA-N,ReTiNA:metlin,11.991666666666667,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,13.866666666666667,0.8436414176511466,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:227,VLXLLWPBOBQLMK-UHFFFAOYSA-N,ReTiNA:metlin,9.528333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,9.528333333333334,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:227,VLXLLWPBOBQLMK-UHFFFAOYSA-N,ReTiNA:metlin,9.528333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.403333333333334,0.8032184712261676,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:228,KIXUFYDVTATWLD-UHFFFAOYSA-N,ReTiNA:metlin,14.625,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.625,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:228,KIXUFYDVTATWLD-UHFFFAOYSA-N,ReTiNA:metlin,14.625,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.5,0.8717948717948718,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:229,RUOKEQAAGRXIBM-GFCCVEGCSA-N,ReTiNA:metlin,10.218333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,10.218333333333334,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:229,RUOKEQAAGRXIBM-GFCCVEGCSA-N,ReTiNA:metlin,10.218333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.093333333333334,0.8165062795628772,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:enaminert:2:230,RUOKEQAAGRXIBM-LBPRGKRZSA-N,ReTiNA:enaminert,0.6258,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.6258,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:230,RUOKEQAAGRXIBM-LBPRGKRZSA-N,ReTiNA:enaminert,0.6258,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.5008,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:metlin:1:231,KOEHTGGSAVSLRS-UHFFFAOYSA-N,ReTiNA:metlin,14.645,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.645,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:231,KOEHTGGSAVSLRS-UHFFFAOYSA-N,ReTiNA:metlin,14.645,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.52,0.8719699556162512,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:232,SPHRJZBOFYIKMC-UHFFFAOYSA-N,ReTiNA:metlin,1.8183333333333327,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,1.8183333333333327,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:232,SPHRJZBOFYIKMC-UHFFFAOYSA-N,ReTiNA:metlin,1.8183333333333327,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,3.6933333333333325,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:enaminert:2:233,QDMVCUAYFOASAL-UHFFFAOYSA-N,ReTiNA:enaminert,0.9861,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.9861,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:233,QDMVCUAYFOASAL-UHFFFAOYSA-N,ReTiNA:enaminert,0.9861,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.8611,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:metlin:1:234,WJRRKCOJISEPBR-UHFFFAOYSA-N,ReTiNA:metlin,14.395,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.395,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:234,WJRRKCOJISEPBR-UHFFFAOYSA-N,ReTiNA:metlin,14.395,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.27,0.8697464397360195,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:235,QAMQESASCQHAAU-UHFFFAOYSA-N,ReTiNA:metlin,14.201666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.201666666666666,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:235,QAMQESASCQHAAU-UHFFFAOYSA-N,ReTiNA:metlin,14.201666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.076666666666668,0.8679732425771622,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:236,MNZAXPYRIAFVJW-UHFFFAOYSA-N,ReTiNA:metlin,14.171666666666663,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.171666666666663,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:236,MNZAXPYRIAFVJW-UHFFFAOYSA-N,ReTiNA:metlin,14.171666666666663,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.046666666666663,0.8676937551452428,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:237,JTMPRCSFPVSWLD-UHFFFAOYSA-N,ReTiNA:metlin,12.676666666666668,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.676666666666668,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:237,JTMPRCSFPVSWLD-UHFFFAOYSA-N,ReTiNA:metlin,12.676666666666668,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.551666666666668,0.8520904549040231,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:238,WXBCANLRHCRYBM-UHFFFAOYSA-N,ReTiNA:metlin,12.231666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.231666666666666,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:238,WXBCANLRHCRYBM-UHFFFAOYSA-N,ReTiNA:metlin,12.231666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.106666666666666,0.846709360948358,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:239,OXCWHZYNUZHBHK-UHFFFAOYSA-N,ReTiNA:metlin,14.435,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.435,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:239,OXCWHZYNUZHBHK-UHFFFAOYSA-N,ReTiNA:metlin,14.435,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.310000000000002,0.8701073779009352,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:enaminert:2:240,HZEOAODXEQELOY-UHFFFAOYSA-N,ReTiNA:enaminert,0.2214999999999999,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,0.2214999999999999,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,0.16666666666666666
ReTiNA:enaminert:2:240,HZEOAODXEQELOY-UHFFFAOYSA-N,ReTiNA:enaminert,0.2214999999999999,2.0,7.0,3.0,30.0,"RP column 4.6 x 30 mm, 2.7 um",acn_formic_acid,2.0965,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,0.16666666666666666
ReTiNA:metlin:1:241,PRHGVERKFQWASL-INIZCTEOSA-N,ReTiNA:metlin,9.618333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,9.618333333333334,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:241,PRHGVERKFQWASL-INIZCTEOSA-N,ReTiNA:metlin,9.618333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.493333333333334,0.8050597816669555,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:242,CWZFORPKOFOJPY-MRXNPFEDSA-N,ReTiNA:metlin,14.008333333333333,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.008333333333333,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:242,CWZFORPKOFOJPY-MRXNPFEDSA-N,ReTiNA:metlin,14.008333333333333,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,15.883333333333333,0.8661511005353956,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:243,GBWOURNCCBVECQ-CYBMUJFWSA-N,ReTiNA:metlin,18.85666666666667,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,18.85666666666667,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:243,GBWOURNCCBVECQ-CYBMUJFWSA-N,ReTiNA:metlin,18.85666666666667,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,20.73166666666667,0.9005656708502741,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:244,RXVDTRQMYILFDO-LBPRGKRZSA-N,ReTiNA:metlin,13.876666666666669,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,13.876666666666669,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:244,RXVDTRQMYILFDO-LBPRGKRZSA-N,ReTiNA:metlin,13.876666666666669,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,15.751666666666669,0.8648810953639203,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:245,BBPRXQMYQJRYDK-JOCHJYFZSA-N,ReTiNA:metlin,10.103333333333332,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,10.103333333333332,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:245,BBPRXQMYQJRYDK-JOCHJYFZSA-N,ReTiNA:metlin,10.103333333333332,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.978333333333332,0.8144176839326954,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:246,PMQSQAQMPKVMEZ-ZDUSSCGKSA-N,ReTiNA:metlin,14.51,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,14.51,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:246,PMQSQAQMPKVMEZ-ZDUSSCGKSA-N,ReTiNA:metlin,14.51,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.384999999999998,0.8707787732598208,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:247,UVFHOOGAEYIUFI-GFCCVEGCSA-N,ReTiNA:metlin,10.761666666666668,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,10.761666666666668,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:247,UVFHOOGAEYIUFI-GFCCVEGCSA-N,ReTiNA:metlin,10.761666666666668,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.636666666666668,0.8257704816478241,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:248,RXVZJHDMMKTKDR-UHFFFAOYSA-N,ReTiNA:metlin,19.256666666666668,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,19.256666666666668,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:248,RXVZJHDMMKTKDR-UHFFFAOYSA-N,ReTiNA:metlin,19.256666666666668,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,21.131666666666668,0.9026311234204605,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:249,LCQJKDPYEQJPIH-UHFFFAOYSA-N,ReTiNA:metlin,11.981666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.981666666666666,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:249,LCQJKDPYEQJPIH-UHFFFAOYSA-N,ReTiNA:metlin,11.981666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,13.856666666666666,0.8435109194602866,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:250,SLZPMYJXHUKGFX-UHFFFAOYSA-N,ReTiNA:metlin,10.756666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,10.756666666666666,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:250,SLZPMYJXHUKGFX-UHFFFAOYSA-N,ReTiNA:metlin,10.756666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.631666666666666,0.8256894948868918,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:251,GBRQBQAOLJDLIG-UHFFFAOYSA-N,ReTiNA:metlin,15.576666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,15.576666666666666,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:251,GBRQBQAOLJDLIG-UHFFFAOYSA-N,ReTiNA:metlin,15.576666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,17.451666666666668,0.8796276481917398,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:252,NMZCKAXEXHHLDH-UHFFFAOYSA-N,ReTiNA:metlin,16.64,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.64,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:252,NMZCKAXEXHHLDH-UHFFFAOYSA-N,ReTiNA:metlin,16.64,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,18.515,0.8873197115384616,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:253,RFEWEKHOFSKZLL-UHFFFAOYSA-N,ReTiNA:metlin,16.285,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.285,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:253,RFEWEKHOFSKZLL-UHFFFAOYSA-N,ReTiNA:metlin,16.285,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,18.16,0.8848633712004912,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:254,MOAXPBIJSDHFGH-UHFFFAOYSA-N,ReTiNA:metlin,16.378333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.378333333333334,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:254,MOAXPBIJSDHFGH-UHFFFAOYSA-N,ReTiNA:metlin,16.378333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,18.253333333333334,0.8855194871273023,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:255,OGSBUKJUDHAQEA-ZBFHGGJFSA-N,ReTiNA:metlin,10.316666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,10.316666666666666,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:255,OGSBUKJUDHAQEA-ZBFHGGJFSA-N,ReTiNA:metlin,10.316666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.191666666666666,0.8182552504038773,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:256,IORPOFJLSIHJOG-UHFFFAOYSA-N,ReTiNA:metlin,10.476666666666668,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,10.476666666666668,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:256,IORPOFJLSIHJOG-UHFFFAOYSA-N,ReTiNA:metlin,10.476666666666668,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.351666666666668,0.8210308622335348,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:257,MARBMZMDKQWYHB-UHFFFAOYSA-N,ReTiNA:metlin,11.221666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.221666666666666,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:257,MARBMZMDKQWYHB-UHFFFAOYSA-N,ReTiNA:metlin,11.221666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,13.096666666666666,0.8329125204218031,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:258,UPMWKRCNVAHMBF-QAPCUYQASA-N,ReTiNA:metlin,9.463333333333331,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,9.463333333333331,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:258,UPMWKRCNVAHMBF-QAPCUYQASA-N,ReTiNA:metlin,9.463333333333331,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.338333333333331,0.8018668545262416,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:259,GCKFUYQCUCGESZ-CIQOUTPZSA-N,ReTiNA:metlin,16.518333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,16.518333333333334,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:259,GCKFUYQCUCGESZ-CIQOUTPZSA-N,ReTiNA:metlin,16.518333333333334,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,18.393333333333334,0.8864897588537988,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:260,BJJXHLWLUDYTGC-ANULTFPQSA-N,ReTiNA:metlin,17.43166666666667,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,17.43166666666667,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:260,BJJXHLWLUDYTGC-ANULTFPQSA-N,ReTiNA:metlin,17.43166666666667,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,19.30666666666667,0.8924371354814036,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:261,POZRVZJJTULAOH-FYTAJMSISA-N,ReTiNA:metlin,19.72833333333333,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,19.72833333333333,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:261,POZRVZJJTULAOH-FYTAJMSISA-N,ReTiNA:metlin,19.72833333333333,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,21.60333333333333,0.9049590267804342,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:262,BIFVKZCGZYJWCD-UHFFFAOYSA-N,ReTiNA:metlin,17.725,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,17.725,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:262,BIFVKZCGZYJWCD-UHFFFAOYSA-N,ReTiNA:metlin,17.725,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,19.6,0.8942172073342737,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:263,PLIVFNIUGLLCEK-UHFFFAOYSA-N,ReTiNA:metlin,11.786666666666669,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.786666666666669,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:263,PLIVFNIUGLLCEK-UHFFFAOYSA-N,ReTiNA:metlin,11.786666666666669,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,13.661666666666669,0.8409219457013575,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:264,KOQIAZNBAWFSQM-UHFFFAOYSA-N,ReTiNA:metlin,11.046666666666663,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.046666666666663,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:264,KOQIAZNBAWFSQM-UHFFFAOYSA-N,ReTiNA:metlin,11.046666666666663,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.921666666666663,0.83026554013277,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:265,QQLKULDARVNMAL-UHFFFAOYSA-N,ReTiNA:metlin,11.23,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.23,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:265,QQLKULDARVNMAL-UHFFFAOYSA-N,ReTiNA:metlin,11.23,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,13.105,0.8330365093499554,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:266,XMXLQHNQDBRYPX-UHFFFAOYSA-N,ReTiNA:metlin,10.263333333333332,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,10.263333333333332,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:266,XMXLQHNQDBRYPX-UHFFFAOYSA-N,ReTiNA:metlin,10.263333333333332,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,12.138333333333332,0.8173108151997401,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:metlin:1:267,HNWYYHNINIJIQN-UHFFFAOYSA-N,ReTiNA:metlin,9.221666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,9.221666666666666,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:metlin:1:267,HNWYYHNINIJIQN-UHFFFAOYSA-N,ReTiNA:metlin,9.221666666666666,23.0,7.0,0.1,40.0,"RP column 2.1 x 50 mm, 1.8 um",acn_formic_acid,11.096666666666666,0.7966744984637628,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:report:45:268,GTZCVFVGUGFEME-IWQZZHSRSA-N,ReTiNA:report,4.461384,25.0,7.0,0.4,30.0,"RP column 2 x 150 mm, 1.7 um",acn_formic_acid,4.461384,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:report:45:268,GTZCVFVGUGFEME-IWQZZHSRSA-N,ReTiNA:report,4.461384,25.0,7.0,0.4,30.0,"RP column 2 x 150 mm, 1.7 um",acn_formic_acid,6.336384,0.5797268291633269,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:report:7:269,GTZCVFVGUGFEME-HNQUOIGGSA-N,ReTiNA:report,10.5,20.0,7.0,0.3,40.0,"HI column 2.1 x 150 mm, 5 um",acn_unbuffered,10.5,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:report:7:269,GTZCVFVGUGFEME-HNQUOIGGSA-N,ReTiNA:report,10.5,20.0,7.0,0.3,40.0,"HI column 2.1 x 150 mm, 5 um",acn_unbuffered,12.375,0.8214285714285714,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
ReTiNA:report:9:270,GTZCVFVGUGFEME-HNQUOIGGSA-N,ReTiNA:report,1.57,31.0,7.0,0.5,40.0,"HI column 2.1 x 150 mm, 1.7 um",acn_unbuffered,1.57,1.0,0.55,0.85,0.0,0,1,synthetic_proxy,1.0
ReTiNA:report:9:270,GTZCVFVGUGFEME-HNQUOIGGSA-N,ReTiNA:report,1.57,31.0,7.0,0.5,40.0,"HI column 2.1 x 150 mm, 1.7 um",acn_unbuffered,3.4450000000000003,0.0,0.30000000000000004,0.55,0.2,1,0,synthetic_proxy,1.0
